id_str,name,screen_name,description
373586796,Randy Weber,WeberforTexas,"Follow me on @TXRandy14. Native of the Gulf Coast. Married to my Bride Brenda over 42 yrs, 3 children, 8 grandchildren."
818536152588238849,Rep. Vicente Gonzalez,RepGonzalez,Proudly representing the 15th District of Texas in U.S. Congress #maskup #TX15
1075517806551154689,Rep. Veronica Escobar,RepEscobar,Tejana. Fronteriza. Proudly representing Texas' 16th Congressional District in the U.S. House of Representatives.
38960144,Veronica Escobar,vgescobar,"Congresswoman for the greatest community in America, on the safe and secure U.S.-Mexico border."
237312687,U.S. Representative Bill Flores,RepBillFlores,"Christian, Husband, Dad, Granddad, 9th Generation Texan, Patriotic American, TX Aggie, Job Creator, Congressman for TX17, CPA, Pilot"
97171189,Bill Flores,Flores4Congress,"Work for families of TX-17 to rebuild our national security, improve economic opportunity & protect Constitutional liberties. SM Policy: https://t.co/mxw6EdCbr8"
80612021,Sheila Jackson Lee,JacksonLeeTX18,"Official Twitter account for Congresswoman Sheila Jackson Lee, Representing Texas' 18th Congressional District in the U.S. House of Representatives."
816284664658874368,Rep. Arrington,RepArrington,Proudly representing the good people of West Texas in Congress | Member of @WaysandMeansGOP
3609064098,Jodey Arrington,JodeyArrington,"Building a better West Texas, fighting for the future of America. https://t.co/q1tOfVVPVz | https://t.co/1gbbKZqOzt"
231510077,Joaquin Castro,JoaquinCastrotx,TX Congressman; Chair @HispanicCaucus; Vice Chair @HouseForeign; Chair @HouseForeign Oversight & Investigations Subcommittee; Member @HouseIntel @EdLaborCmte.
323440720,Joaquin Castro,Castro4Congress,"Husband, father, U.S. Congressman, Campaign Chairman - Julián Castro for President. Proud Texan. Donate:https://t.co/j7jLHPaGKW"
1082790600292925440,Rep. Chip Roy,RepChipRoy,Proudly representing the people of the 21st Congressional District of Texas.
1257667158,Chip Roy,chiproytx,"Husband, father, cancer survivor, Congressman from the Great State of Texas. Freedom works. https://t.co/1JZa4Av6WU"
20053279,Rep. Pete Olson,RepPeteOlson,Proudly representing TX-22 in Congress. Follow me on Facebook: http://t.co/2aP7aRlj3f and Instagram: https://t.co/hBZNAgZcuI
12726012,Pete Olson,PeteOlson,"Campaign Twitter account for Rep. Pete Olson, TX-22"
2963445730,Rep. Will Hurd,HurdOnTheHill,"Serving TX-23 in Congress on @HouseAppropsGOP & #Intel, #SanAntonio native, @TAMU grad, formerly undercover @CIA"
74313566,Will Hurd,WillHurd,Official campaign account of Representative Will Hurd. #TX23 #StandTallNotStill
23976316,Kenny Marchant,RepKenMarchant,Serving the 24th Congressional District of Texas | Member of @WaysandMeansGOP and House Ethics Committee
1077446982,Rep. Roger Williams,RepRWilliams,"Conservative fighting for lower taxes, less regulations and more freedom for Texans. Honored to serve TX-25. Member of @FinancialCmte | Instagram: @RepRWilliams"
15751083,"Michael Burgess, MD",michaelcburgess,"Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life"
1039879658400112640,Congressman Michael Cloud,RepCloudTX,Honored to represent the people of the 27th Congressional District of Texas
23725826,Michael Cloud,MichaelJCloud,"Husband, father, and grateful citizen of the United States. Passionate about helping people. Your Congressman for the 27th District of Texas."
210926192,Rep. Henry Cuellar,RepCuellar,Proudly representing the 28th Congressional District of Texas.
1080587263132733442,Rep. Sylvia Garcia,RepSylviaGarcia,"Member of Congress, TX-29. Includes Houston, Galena Park, Jacinto City, South Houston & Pasadena. Passionate about public service. Fighting for working people."
40557819,Sylvia R. Garcia,LaCongresista,"Congresswoman, TX-29, Houston Region. Former TX State Senator w/ 25+ yrs in public service. Working for the people. Native Texan. Catholic. One of ten children."
168502762,Rep. Eddie Bernice Johnson,RepEBJ,"14th term representing TX-30; Chairwoman of the House Committee on Science, Space and Technology; Dean of the Texas Delegation; 1st Registered Nurse in Congress"
18030431,Judge Carter,JudgeCarter,U.S. Congressman proudly serving #TX31 & @forthood. Former Judge. Proud @TexasTech #RedRaider.
1078355119920562176,Rep. Colin Allred,RepColinAllred,"Official Twitter of Rep. Colin Allred #TX32. Civil rights attorney. Former Obama HUD and NFL player. Member of @transportDems, @houseforeign & @vetaffairsdems."
346964561,Colin Allred,ColinAllredTX,"Civil rights attorney • Former @HUDgov official • Former @NFL linebacker • Congressman for #TX32, where I was born and raised"
1074129612,Rep. Marc Veasey,RepVeasey,Represent Dallas-Fort Worth | Assistant Whip | @energycommerce | #GunViolencePrevention Taskforce Whip | Voting Rights Caucus 🗳 +@bluecollardems
20688358,Marc Veasey,MarcVeasey,Congressman from #TX33 | Serve on @energycommerce | Co-Founder of @BlueCollarDems | Founder of Voting Rights Caucus
1083448909,US Rep. Filemon Vela,RepFilemonVela,U.S. Congressman for the 34th District of Texas - Privileged to represent South Texans.
790194992,Filemon Vela,FilemonVela,Campaign account for Congressman Filemon Vela. I am honored to serve the constituents of South Texas. #TX34
153944899,Lloyd Doggett,RepLloydDoggett,Representing communities from San Antonio to Austin. Chairman of the Health Subcommittee on the House Ways & Means Committee.
170111219,Rep. Lloyd Doggett,LloydDoggettTX,"U.S. Representative, TX 35th District. Serving neighbors from South San Antonio to North Austin. Onward! #WorksForUs"
2929491549,Brian Babin,RepBrianBabin,Honored to serve citizens of #TX36 in U.S. Congress. Ranking Member of Space and Aeronautics Subcmte & serve on @HouseScienceGOP and @TransportGOP Committee.
148006729,Rob Bishop,RepRobBishop,
712783082336571392,Bishop for Congress,RobBishopUT,The official campaign account for Congressman Rob Bishop (R-UT1). Right on the issues. Right where we need him.
1072008757,Rep. Chris Stewart,RepChrisStewart,"Utah's 2nd District Congressman. Former Air Force B-1 pilot, author, House Intelligence, Budget, & Appropriations Committees. 

https://t.co/GUW6weAva6"
931614483050414080,Rep. John Curtis,RepJohnCurtis,"Official account for United States Congressman John Curtis, self-proclaimed millennial. Proudly serving the people of Utah's 3rd district."
26057209,John Curtis,CurtisUT,U.S. Representative for Utah’s Third Congressional District
196362083,Rep. Ben McAdams,RepBenMcAdams,The official Twitter account for Utah's 4th Congressional District representative
48255275,Ben McAdams,BenMcAdams,"Representing the State of Utah in the United States Congress. Husband, father of four great kids. Likes indicate acknowledgment not endorsement."
1410590874,Rep. Peter Welch,PeterWelch,"Official Twitter Account for Congressman Peter Welch, proudly representing the great state of Vermont in the U.S. House of Representatives."
15356407,Rep. Rob Wittman,RobWittman,"humble Rep. of VA01; proud husband, father, grandfather, and conservative; avid outdoorsman; Ranking Member of Seapower & Projection Forces Subcommittee"
46184745,Rob Wittman,ReElectWittman,Campaign account for Rob Wittman. Proudly serving #VA01. Visit my official House of Representatives account @RobWittman. #TeamWittman #FirstDistrictFirst
1080292515939565568,Rep. Elaine Luria,RepElaineLuria,"Navy Veteran, former small business owner, and mom. Proud to serve the people of Virginia’s 2nd Congressional District!"
161791703,Rep. Bobby Scott,BobbyScott,"Proudly representing Virginia's 3rd Congressional District. Chairman, Committee on Education and Labor @EdLaborCmte. Wear a mask."
816181091673448448,Rep. Donald McEachin,RepMcEachin,"Father, husband & Progressive Democrat. Proudly representing VA’s Fighting 4th Congressional District #VA04. Member @EnergyCommerce  @climatecrisis & @NRDems."
459051498,Donald McEachin,Donald_McEachin,"Honored to serve the people of #VA04 in the U.S. Congress. Father, husband, former State Senator. Alum of @AmericanU & @UVALaw."
1072158357237174272,Congressman Ben Cline,RepBenCline,Representing the 6th District of Virginia. Member of House @EdLaborGOP and @JudiciaryGOP Committees.
40264497,Ben Cline,Cline4Virginia,Husband of Elizabeth. Father of two daughters. Former Virginia Delegate. Proudly representing the people of Virginia's Sixth District in the U.S. Congress.
2962868158,Rep. Don Beyer,RepDonBeyer,"Represent Northern Virginia’s #VA08 in the U.S. House. Vice Chair of @JECDems, also serve on @WaysMeansCmte @HouseScience. Co-Chair @CaucusOnClimate. He/Him/His"
2319503065,Don Beyer,DonBeyerVA,Campaign account for VA-08 Congressman. (My official House of Representatives Twitter is @RepDonBeyer.)
234057152,Morgan Griffith,RepMGriffith,Congressman Griffith represents the 9th District of Virginia in the U.S. House of Representatives.
130714799,Morgan Griffith,MorganGriffith,Official Campaign Account | Proudly serving Virginia's 9th District
78445977,Rep. Gerry Connolly,GerryConnolly,Congressman for Northern Virginia’s #VA11. Chairman of the Subcommittee on Government Operations. Here to #EndGunViolence & #ActOnClimate. #SaveThePostOffice
125706625,Gerry Connolly,ElectConnolly,Campaign Account for Congressman Gerry Connolly (VA-11)
995193054,Rep. Suzan DelBene,RepDelBene,U.S. Congresswoman representing Washington's 1st Congressional District (#WA01)
41225640,Suzan DelBene,SuzanDelBene,"Proudly representing Washington's 1st Congressional District!
she/her 
#WA01
#TeamDelBene"
404132211,Rep. Rick Larsen,RepRickLarsen,"Born and raised in Arlington, Wash. Chair, Aviation Subcommittee"
158520264,Rick Larsen,larsenrick,It is an honor to represent Washington state’s 2nd Congressional District. I was born and raised in Northwest Washington.
242926427,Jaime Herrera Beutler,HerreraBeutler,I’m proud to have grown up in SW WA & now honored to represent this wonderful region in the U.S. Congress. Want updates? ➡️ https://t.co/pMK3BznGfq
97963837,Jaime Herrera Beutler,JaimeForUSRep,"An independent voice for Congress, working to control spending, create jobs, and lower the cost of health care."
2930635215,Rep. Dan Newhouse,RepNewhouse,Proud to represent Washington's 4th District in the U.S. Congress
17976923,CathyMcMorrisRodgers,cathymcmorris,Proudly serving Washington's beautiful 5th District in Congress. Pioneer. Trailblazer. Leader. Working Mom of Three. Wife. Ability Advocate. Trustbuilder.
130733698,Cathy McMorris Rodgers,TeamCMR,Proud to serve Eastern Washington as your Congresswoman. The best is yet to come!
1058917562,Rep. Derek Kilmer,RepDerekKilmer,"Proudly Representing Washington's 6th District in the House of Representatives
Coronavirus Resources: https://t.co/6ndq7wtUw8"
120518554,Derek Kilmer,DerekKilmer,"Born in Port Angeles, lives in Gig Harbor. Father of 2, avid Star Wars fan. Running for reelection to represent WA's beautiful 6th congressional district."
815733290955112448,Rep. Pramila Jayapal,RepJayapal,"Congresswoman and lifelong organizer. Proudly serving WA-07. Co-Chair of @USProgressives, Member of @HouseJudiciary, @EdLaborCmte and @HouseBudgetDems. She/her."
193441812,Pramila Jayapal,PramilaJayapal,"Congressmember, WA-07. Bold, Progressive & Unafraid. Lifelong organizer for immigrant, civil & human rights. Natl Health Policy Chair for Bernie2020.  She/her."
58928690,Rep. Adam Smith,RepAdamSmith,Proudly serving Washington State's 9th District. Chairman of the House Armed Services Committee @HASCDemocrats
1068499286,Denny Heck,RepDennyHeck,"Proudly representing #WA10 in Congress. Husband, (gran)dad, @GonzagaBulldogs fan & #12thMan.  Serves on @HouseIntel (#FollowtheFacts), @FSCDems, and @JECDems."
240427862,David B. McKinley,RepMcKinley,Proud to serve the First District of West Virginia in the U.S. House of Representatives. Member of the Energy and Commerce Committee. Staff-run account
2964526557,Rep. Alex Mooney,RepAlexMooney,"Husband, Father, Conservative Representing West Virginia's 2nd Congressional District. #wv02 #wvpol Member of @financialcmte"
1491350114,Alex Mooney,MooneyforWV,"Proud West Virginian, Conservative, Congressman for #WV02 #wvpol"
1206227149,Rep. Mark Pocan,repmarkpocan,"Honored to serve the people of Wisconsin's Second District. 

Co-Chair of @USProgressives and @LGBTEqCaucus 🏳️‍🌈. Member of @AppropsDems. He/Him/His."
309070309,Mark Pocan,MarkPocan,Congressman for WI's 2nd District. Progressive Caucus Co-Chair. Small-business owner. Labor union member. Fighter in the resistance. Campaign account.
112740986,Rep. Ron Kind,RepRonKind,Proud Wisconsinite. 🏈🧀🇺🇸🍻 I work for the people of Wisconsin’s Third Congressional District. Go Badgers! Go Brewers! Go Pack!
156045092,Ron Kind,KindforCongress,"Husband, Father, Sportsman, Representative of Wisconsin’s 3rd Congressional District.  Working hard for Wisconsin families! Tweets from Ron signed RK #UniteBlue"
22669526,Rep. Gwen Moore,RepGwenMoore,"Honored to represent Wisconsin’s 4th Congressional District. Proud mother, grandmother & great-grandmother. Loves poetry reading, knitting & crocheting."
784965392,Gwen S. Moore,Gwen4Congress,"Official Twitter of Gwen Moore for Congress Campaign. For more information, please visit http://t.co/R0oQFe14TQ"
851621377,Sensenbrenner Press,JimPressOffice,"Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee."
2976606250,Rep. Glenn Grothman,RepGrothman,"Official account of Congressman Glenn Grothman, proudly representing Wisconsin's Sixth District."
2432952828,Glenn Grothman,GrothmanforWI,Glenn Grothman represents WI's 6th Congressional District in the House of Representatives.
234022257,Sean Duffy,SeanDuffyWI,"Devoted husband of one, proud father of nine, former U.S. Rep.for Wisconsin's 7th District, FOX News Contributor and Senior Counsel at BGR Group. #GoPackGo 🧀🏈"
815966620300480514,Rep. Mike Gallagher,RepGallagher,"Green Bay Native, Marine Veteran, and Eisenhower Nerd proudly representing #WI08 in Congress. #GoPackGo. https://t.co/D2ANAop3fA"
816719802328715264,Rep. Liz Cheney,RepLizCheney,"Official Page of Congressman Liz Cheney, proudly representing the people of Wyoming. Chair of the House Republican Conference"
98471035,Liz Cheney,Liz_Cheney,"Proud rodeo mom, soccer mom, baseball mom, hockey mom, constitutional conservative. Honored to serve the people of Wyoming in Congress."
3026622545,Rep. Aumua Amata🇦🇸,RepAmata,"Congresswoman proudly representing American Samoa. Serving on the @NatResources, @HouseVetAffairs, and @HouseSmallBiz"
23600262,Eleanor #DCStatehood Holmes Norton,EleanorNorton,"Member of Congress, representing the District of Columbia."
819744763020775425,Jenniffer González,RepJenniffer,"Proudly representing the 3.2 million U.S. citizens of Puerto Rico in Congress. Member of @NatResources, @TransportGOP and @HouseGOP."
400246874,Jenniffer González,Jenniffer2012,Congresswoman Puerto Rico (R) @RepJenniffer 🇵🇷fmr Speaker of the House. GOP state chair & statehood leader. Women who behave rarely make history. @JGO_2020
2724095695,Rep. Stacey Plaskett,StaceyPlaskett,Proudly representing the Virgin Islands of the United States
727406126,Bill Hightower,BillHightowerAL,"A Pro-Trump conservative, a defender of our Constitution and our values. Republican for Alabama's First Congressional District."
1113887175211405320,Chris Pringle,PringleforAL01,"Chris Pringle is a state representative from Mobile, AL. He is also a licensed home builder, general contractor and realtor with Southern Timberlands."
1164953311453286402,James Averhart For Congress,JAverhart2020,Retired U.S. Marine (30 years). LEADERSHIP matters. Our 2020 run for Congress is about SERVICE to the people of Alabama's 1st Congressional District.
2237925464,Jerry Carl,CarlForAlabama,Congressman-elect for Alabama’s First Congressional District.
1183872474640986112,John Castorani,JohnCastorani,Catch my hot takes on @stucastsports weekly. Commonly referred to as 'the Bobcat'
1115666018393657344,Kiani for Alabama,KianiGardner,"Academic Mama. PhD Scientist. Human that cares. A lot. Former AL01 Congressional candidate, Current Regional Political Director for @aldemocrats. She/Her"
1207125009401106433,Rick Collins,RickCollins08,Democratic candidate for U.S. House of Representatives
952296369913348096,"Robert Kennedy, Jr.",Kennedy4Alabama,Public Figure
863936564900003840,Audri Scott Williams,audri4alabama,Democratic Candidate for U.S. Congress (AL-02)
74054398,Barry Moore,RepBarryMoore,"Congress #AL02. , Micah 6:8 Do Justly,Love Mercy,Walk Humbly"
1171462969533829120,Jeff Coleman for Congress,JeffColemanAL,
1180247201441865728,Jessica Taylor,JessicaTaylorAL,Conservative. Businesswoman. Wife and Mom x 3. Follow me on Instagram at https://t.co/7w2B9uqsMp
1196674585267191808,Nathan Mathis,olenate2020,
4856325569,Phyllis Harvey-Hall,PhyllisDHHall,"U.S. House of Representatives. Democratic candidate for AL-2. We must lead the people forward. 
https://t.co/xFQ1e8L9s0…"
20486916,Still fighting for the soul of the nation.,TabithaK,"Tabitha Isner, ordained minister, foster/adoptive mom, 2018 Dem Nominee for Alabama's 2nd. Jesus stood with the marginalized. I try to be like Him."
61368026,Terri Hasdorff,THasdorff,
23205768,Adia “Dr. Dia” Winfrey,drdia,2020 Democratic Nominee U.S. Congress (AL-03) 🇺🇸 Mother of the Winfrey 4. She/her. #Winfrey4Congress #FocusedOnAlabama
1675845175,Jesse T. Smith,Jesse_TSmith,"Husband, Dad, Son, Brother; 4x Combat Vet; former DoD Accident Investigator; 2014 & 2016 Nominee Alabama 3rd CD; 2016 Bernie Delegate #MedicareForAll"
76069325,Mike Rogers Campaign,MikeRogersCamp,"A Conservative Republican, 6th generation East Alabamian & son of a retired textile worker & fireman. He has been married for 30+ years and has three children."
946616999442083840,Lee Auman,LeeAuman2018,"Regional Political Director for Alabama Democratic Party | 2018 Democratic nominee for US House, AL-04"
845047912543522816,Mike Moses for US House of Representatives AL-4,MikeMoses4AL,"Candidate for US Congress, HOR AL-4 (June 2018)
Conservative | Veteran

#DTS #TermLimits #ProLife #ProMilitary #TaxReform  #AuditTheFed #Abolish16thAmendment"
444374818,Phil Norris,Norris4Congress,"Candidate for South Carolina’s 1st Congressional District. Retired Navy Submariner. Author of the book, Family Gram: Memoirs of an American Cold War Submariner."
1199183201719259142,Rick Neighbors For Congress,VoteNeighbors,"Husband, father, grandfather a vet running for the people in AL-04 House of Representative. 
 #NHN #ALDems @voterick2018"
60782377,Bill Holtzclaw,billholtzclaw,"Husband, Father & Pops to 2 grandsons. Alabama State Senator (2010-2018) Retired Marine CWO (1983-2003) Chief  Programs Officer at Still Serving Veterans"
1117775999918333953,Chris Lewis for U.S. Congress,LewisforAL,My name is Chris Lewis and I am a candidate for AL congressional district 5
578256001,Clayton Hinchman,RealHinchman,Chairman and CEO of Ignite
68277792,Mo Brooks,MoInTheHouse,"This is my campaign account only, due to federal regulations. Look for me at my official Twitter account or on my new website."
869779479027208192,Peter Joffrion for Congress,peter_joffrion,Democratic candidate for Congress in AL05. Lifelong North Alabamian and former Huntsville City Attorney. Fighting for working people in North AL. #Fighting4AL05
950838997512732672,Alyse Galvin for Congress,AlyseGalvin,Independent. Lifelong Alaskan. Fighter for public education. Co-founder of @GreatAKSchools.
1014819282226728963,Carol Hafner for Congress,VoteHafner,Democrat for #Wyoming U.S. Rep.  🌹🌊🏳️‍🌈🇺🇸#MedicareForAll #WomensRights #LGBTRights #AbolishICE #LegalizeCannabis #NoANWRDrilling #FreeCollege Phone 212-920-4809
854424364040704001,Dimitri Shein,SheinDimitri,"Dimitri Shein 2018 Candidate for U.S. House of Representatives from the State of Alaska, Dimitri For Congress #DimitriForCongress"
889681461636341760,Gregory Fitch,fitch4congress,U.S. Senate Candidate Louisiana 2020
75106447,Barbara McGuire,SenBarbMcGuire,
165743715,Chris Taylor,taylor4arizona,Public Figure/Husband/Father/Podcast Host/Recovering Addict/Addiction Advocate/Ex-Congressional Candidate/Special Operations Combat Veteran-Afghanistan🇦🇫🇺🇸
102795158,Eva Putzova,EvaPutzova,Former candidate for Congress in #AZ01 and Flagstaff City Councilmember | #PeopleFirst
922232249793122309,Larry Williams 🇺🇲⭐⭐⭐,LarryWilliamsAZ,"dont be a 🐑
#Bidenisnotmypresident"
708404583257640960,Olivas for Congress,OlivasAZCD1,Miguel Olivas is a Democrat Candidate for Arizona’s 1st Congressional District.
1179108564675129349,Nolan Reidhead for Congress,nolanreidhead,"Businessman, #Father, Husband, #Attorney and Proud #American. Republican Candidate for Arizona’s 1st Congressional District #AZ01 #MAGA #KAG"
2999077909,Shawn Redd 🇺🇸 🏜,shawntredd,"Navajo Businessman, Lifelong Conservative from the Four Corners, Arizona, Colorado, New Mexico & Utah, #NativeTwitter"
803745400427397120,Senator Steve Smith,senstevesmith,"A proven conservative reformer who fights for jobs, schools, and families.  Current State Senator for LD11 & GOP candidate for Congress for Arizona's CD1."
871768526620700673,Tiffany Shedd,Tiffany_Shedd,"Farmer, Attorney, Artist, Lover of Rural Arizona, Republican Candidate for Arizona's First Congressional District, @uarizona BA JD alum"
2573587962,Tom O'Halleran,TomOHalleran,"Committed to bringing people together to solve the challenges our communities face. Proud father, grandfather, & @UArizona basketball fan. #AZ01"
96502351,Wendy Rogers,WendyRogersAZ,"State Senator-Elect. Conservative America First Pro-Trump Republican in #LD6. Air Force pilot, biz entrepreneur, homeschool mom. #MAGA #KeepAZRed #AZPol 🇺🇸🦅"
966012919661019136,Barbara Sherry,barb4azcongress,"LGBT mortgage-broker-turned-rancher, Democrat running for Congress in the 2nd District of Arizona"
851959325283299328,Billy Kovacs,kovacs4congress,"🚀 Staff at @missionforaz, Outreach Director for @ann_Kirkpatrick, recovering Congressional candidate and Flinn Brown Fellow . opinions are my own."
957438396456083456,Brandon Martin,PathForFreedom,"Republican Candidate for U.S. House (AZ-2). Combat veteran running to support jobs, military, border security, and President Trump's agenda in Southern Arizona."
621487665,Bruce Wheeler,BruceWheelerAZ,AZ CD2 Candidate. Medicare for All. Fight Climate Change. Overturn Citizens United. End Buying Congress. Level Economic Playing Field for Hard Working Families.
1093841154,caseywelchforcongress,CaseyBWelch,
14644829,Lea Marquez Peterson,LeaPeterson,"Arizona Corporation Commissioner and 2020 Candidate for re-election, Entrepreneur, former President of Tucson Hispanic Chamber"
964185692946382848,Marilyn Wiles,ElectMarilynAZ,Creating Enlightened -- inNovative -- Leadership & Organizations
876647009259724801,Mary Matiella,MaryMatiella,"Former Assistant Secretary of the Army, wife, mother, Tucson native, and Progressive Democratic candidate for Arizona's Second Congressional District."
48602051,Dr. Matt Heinz,mattheinzmd,Physician at Tucson Medical Center.
1144297212446425093,Shay Stautz,shay_stautz,"Former University of Arizona advocate, former congressional candidate for AZ CD2 and public policy leader in education and national security for So AZ."
111439078,Yahya,yahyayuksel,
72283706,Bill Abatecola,ametalsculptor,"Metal Sculptor, husband, father, grandfather, Catholic,conservative, owner - Abatecola Metal Sculptor"
1202114208621445121,Daniel Wood 4 Congress,DWood4Congress,"Christian, Family man, OIF Marine, Former Law Enforcement and an Executive Protection Agent. A Patriot Running for US Congress Arizona District 3."
913770535242276865,Edna San Miguel,EdnaSanMiguel2,
135623073,Rep. Raúl Grijalva,standwithraul,Your source for progressive campaign news in Southern Arizona and nationwide. Join our mailing list at http://t.co/dZ368796dE
1190096995039399936,Dr. Anne Marie,annemariewardaz,PhD. Millennial. Political Advocate. Entrepreneur.
967145325881319425,Delina DiSanto,delina4az,"RN, Executive, US Senator staffer, Democrat for US Congress in #AZ04. Blocked by @RepGosar / @DrPaulGosar. He knows I'm taking his seat. https://t.co/JpDcKxZ1hX"
848591867092410368,Joan Greene,joangreeneaz,I may not have won but I will continue to fight for our families and against corrupt AZ politics.
936733099802497024,"Jose ""Stay Involved in Governance"" Torres",JoseTorresAZ5,"Former #Candidate for US #Congress from EastValley. Family man, #engineer, MBA, #bipartisan #RedForEd 🇺🇸 #Fairness #Respect #Opportunity"
863211013096722432,Lisa chappelle,Lisachappelle4,Im running for Congress in a Republican state as a Democrate in AZ district 5. The incumbent voted nay to hurricane aid. Support the people not the party.
21063394,Scott #BLM #ACAB #DefundPolice Menor,smenor,Robotics/machine learning entrepreneur @roambotics PhD physics MS microbiology #BlackLivesMatter #NotMeUs #NoJusticeNoPeaceProsecuteThePolice he/him/they/them..
5019861,Anita Malik,AnitaMalik,"Mom, #Tech leader, Former #Democratic Nominee in #AZ06, Outspoken about the threat of money in politics."
21509894,David Schweikert,DavidSchweikert,"Husband, Father, and Conservative who is blessed to represent Arizona’s 6th District in the United States Congress"
63136435,"Garrick A. McFadden, Esq.",electgarrick,"Husband, Father, Son, Brother, Democrat, Christian, Friend, Attorney & #USCTrojan, views are my own."
888858746083975168,Heather Ross (AZ-6),HeatherforAZ,"Running in my hometown for U.S. Congress in #AZ06 • #ElectDrRoss • #Nurse Practitioner, Professor, #Scientist • #BlueWave2018

Tweets from Heather signed -H"
887363635692969984,Dr. Hiral Tipirneni,hiral4congress,"fmr US House candidate/AZ06, fmr ER doc & Ca research advocate, wife & mom, problem solver putting people first, she/her.🌵🇺🇸"
31645936,Karl Gentles,KarlGentlesPR,"Sun Devil grad, Partner, The Gentles Agency - @prsa Accredited Public Relations Counselor (APR), Husband to Carla, Father to Jordan, Papa to JJ..."
1211088666027675649,Rimmer4Arizona,Rimmer4Arizona,
376843909,HINDLE,HindlesKitchen,Author 'Restore the American Dream' #AZ 3.1 Million IRL Interactions #GenX Cancer Survivor #Husband 2A #NY @UBuffalo Alum #DataMining Retail Vet @LLSUSA Builder
1117898546055761920,Josh Barnett for Congress (AZ-07),BarnettforAZ,"Republican candidate for Congressional District 7 in Arizona, business owner, family centered, & a concerned citizen ready to fight for you. #PeopleOverPolitics"
912009419054923777,Bob Musselwhite,BobMusselwhite,Congressional Candidate Arizona's 8th Congressional District
1158928860685066241,Bob Olsen,BobOlsen2020,"I'm a Democrat, veteran and career civil servant. 
 No DM's"
831308549372260352,Brianna Westbrook,BWestbrookAZ8,current: @dsa_phoenix at-large officer • board of advisors @matriarchorg • tenant organizing @hip_phx | fmr. @berniesanders surrogate #solidarityforever
799321269934047232,ElevateThe8th,ElevateThe8th,#ElevateThe8th® We can do so much better. Retired Naval Officer (phrog driver then  🛰 programs) AZ Native
839198279363670017,Judith McHale,JudithKMcHale,"Licensed Professional Counselor, facilitator of relationship building groups; patriot,  advocate for common sense gov; mom, grandmother"
1114738242971209728,Michael Muscato For Congress,michael_muscato,"Husband, Father, #Entrepreneur, #smallbusinessowner. 2020 #Dem Candidate for U.S. Congress #AZ08.  https://t.co/NvskjbFqFK"
744315872,Dave Giles for Congress (R) AZ-9,VoteGiles,"Conservative Republican running for Congress in the 9th Congressional District of Arizona. Keep building the economy, the wall and support the 2nd Amendment."
31610059,Hector Araujo,HectorAraujo,Think good thoughts. Speak good words. Take good actions. It’s what the world deserves! Peace&Love 🌵🏛 #EducationAdvocate #EmpowermentProvider
707431900453982209,Baroness von Behr,von_behr,
620802972,Sam Huang for Arizona (AZ),samhuang_az,"Educator, 
Chandler City Councilman,
Candidate for Congress (AZ-CD 9)"
3938916613,Seth Leibsohn,SethLeibsohn,"Radio host, author, consultant"
865733545842671616,Steve Ferrara,steveferraramd,"Father, Husband, Veteran, Doctor, Dog Lover. Working to make a difference everyday."
66254892,Talia Fuentes-Wolfe,TaliaForScience,"Politician, 2016 Winner AZ CD5, Cherokee, Applied Biology, Radio Host, Mom, Wife, TBI survivor, Saving the world 1 person and animal @ a time.❤️🇺🇸#reTALIAtion"
929860720359084032,Chintan Desai,DecideonDesai,New Coloradan. He/his/him. Proud son of immigrants. Quixotic campaigner. 2018 #AR1 Democratic nominee for Congress. Suffering @Mariners ⚾️ fan.
50918998,Rick Crawford,Crawford4Cong,Campaign account of Congressman Rick Crawford who represents the First District of Arkansas. #AR1
275048169,Clarke Tucker,clarketucker,"Citizen, servant, husband, father, Arkansan, survivor. Senator-elect for Arkansas State Senate District 32."
1740229652,French Hill,ElectFrench,"Official campaign account for French Hill. Little Rock businessman, civic leader and Congressman for Arkansas's 2nd District. #AR2 #AR02"
891156904751370240,Gwen Combs,GwenCombs,"Former Congressional Candidate AR 02, Women's March Organizer, Air Force Veteran, Public Education Advocate, Mom, and Freelance Badass,
she/her/hers"
960888031510253570,Jonathan Dunkley,votedunkleyar,"Father, Brother, Husband, ardent progressive and candidate for change."
600663197,Joyce Elliott,xjelliott,"Public School Teacher & State Senator • Former Dem Candidate for US Congress (#AR02) • Public Service, not Self Service"
860947161260969985,Natashia Burch,electburch,"Former military. Business Owner. Food Justice Advocate. Wife. Independent, write-in candidate running for CONGRESS in Arkansas's 2nd Congressional District."
878836532039254016,Paul Spencer,cantbuypaul,Teacher and farmer running to bring real representation to Arkansas's Second Congressional District.
907995696443392000,Celeste Williams,CelesteforAR,"Nurse Practitioner, wife, mom, Arkansan, and former U.S. Congressional candidate for Arkansas’s 3rd District."
2393019260,Kalagias for Congress,KalagiasforUS,"Libertarian Candidate for US Congress representing Arkansas' 3rd district.  Less Taxes, More Freedom, Better Government."
112651673,Steve Womack,womack4congress,I'm running for re-election of the 3rd U.S. Congressional District Seat in Arkansas. I appreciate your support.
2857461284,Hayden Shamel,HaydenShamel,Educator. Activist. Feminist. Chairman of @GarlandDems.
